,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,+/-(-log10),signature
RNF113A,470.1688596,0.301978774,0.37937378,0.795992738,0.426036256,0.752434025,0.123531574,
ALKBH2,873.3067539,0.302154464,0.40362005,0.748611134,0.454091619,0.773517723,0.111529731,
NEMF,2614.93671,0.302161857,0.32383617,0.933070129,0.350783761,0.693753722,0.158794674,
TAF6L,548.3344705,0.30219059,0.301374542,1.002707754,0.316001887,0.661485931,0.179479388,
GATAD2A,6149.046442,0.302228686,0.326320598,0.926171034,0.354357103,0.696388742,0.157148259,
POM121C,2898.855231,0.302353884,0.466723825,0.647821832,0.517100193,0.813408681,0.089691197,
CINP,1265.744,0.302716101,0.471684366,0.641776838,0.521018091,0.814930775,0.088879281,
MTAP,1000.597583,0.302755813,1.312789447,0.230620236,0.817609845,0.949359213,0.022569431,
KIDINS220,3867.07737,0.302842854,0.390320688,0.77588215,0.437818573,0.76113075,0.118540732,
SSR4,4824.829688,0.302990628,0.481607199,0.629123959,0.529267906,0.820209004,0.086075468,
ZKSCAN5,1317.367895,0.303004251,0.483820177,0.626274523,0.531134894,0.820448937,0.085948443,
FXN,533.8054793,0.303043232,0.495122645,0.612056903,0.54050011,0.826494259,0.082760159,
TRIM66,591.360131,0.303075922,0.665554662,0.455373449,0.648840594,0.88298728,0.054045552,
RBM4B,675.6533743,0.303122404,0.620771117,0.488299787,0.625337513,0.873363331,0.058805046,
MAPK3,1488.313436,0.303190932,0.299996514,1.010648185,0.312184845,0.657593225,0.18204267,
LITAF,4754.593503,0.303564244,0.461842715,0.657289234,0.510994957,0.808982397,0.092060928,
PHF23,2343.01488,0.30408262,0.401882599,0.7566454,0.449262334,0.769765063,0.113641804,
CLK3,1637.424615,0.304297621,0.477445443,0.637345324,0.523899934,0.816564014,0.088009763,
TXLNG,1724.093259,0.304544152,0.453166724,0.672035558,0.50156106,0.804439222,0.094506762,
BLOC1S3,534.1267956,0.305064777,0.357642691,0.85298759,0.393666186,0.728165282,0.137770031,
SMCR8,1078.919861,0.305156842,0.602124595,0.50680016,0.612295044,0.867140581,0.061910489,
WDR7,744.8300951,0.305256895,0.464601924,0.657028908,0.511162329,0.808982397,0.092060928,
POLR2J,1408.496934,0.305357727,0.483431015,0.631646952,0.527617599,0.81930976,0.086551871,
DNAJB14,1788.672108,0.305373876,0.296325944,1.030533712,0.302759535,0.647910793,0.188484786,
SNX29,924.8257011,0.305497709,0.500118267,0.610850931,0.541298273,0.826780232,0.082609916,
NFATC1,559.0972149,0.30557711,0.915440898,0.33380321,0.738528061,0.918157572,0.03708278,
RP11-220I1.1,2083.532857,0.305638194,0.538545742,0.56752504,0.570357519,0.844395422,0.07345413,
SNHG8,3219.447944,0.305843134,0.674361084,0.453530225,0.650166984,0.883232307,0.053925054,
METAP1,2023.499855,0.305909409,0.423242494,0.722775744,0.469817672,0.782032057,0.106775444,
ARHGAP21,3716.617414,0.306018141,0.355379991,0.861101213,0.389182301,0.724524607,0.13994686,
STK32C,496.1576198,0.306271236,0.711922966,0.430202775,0.667048144,0.890209193,0.050507925,
DIDO1,5348.333006,0.306282596,0.510826629,0.599582282,0.548784658,0.832689612,0.079516853,
ATG4C,437.7369043,0.306799665,0.440828505,0.695961495,0.486452944,0.793506108,0.100449726,
YWHAH,4509.792597,0.306814335,0.487694206,0.629112119,0.529275657,0.820209004,0.086075468,
SFXN5,430.8807233,0.307038823,0.439299041,0.698928963,0.484596426,0.792183573,0.101174168,
ATG16L2,628.0211119,0.307095292,0.68982794,0.445176651,0.656192099,0.884832312,0.053139027,
ANAPC5,5979.907418,0.307117969,0.349982087,0.877524823,0.380201642,0.717132991,0.144400298,
RAD1,1161.881371,0.307200123,0.421980889,0.727995345,0.466616436,0.780099838,0.107849812,
DAZAP2,6676.09013,0.30734757,0.417585005,0.736011989,0.461723402,0.778199577,0.108909009,
COLEC11,12.39009208,0.307814843,1.367084605,0.225161517,0.821853626,0.950999867,0.021819544,
DPY30,1381.795532,0.308056723,0.367850666,0.837450498,0.402339391,0.734157168,0.134210956,
BTBD1,3507.655851,0.308228748,0.367896755,0.837813174,0.402135638,0.734051678,0.134273364,
ARMCX1,813.6384524,0.308240987,1.215265646,0.25364083,0.79977305,0.944235732,0.024919569,
NME4,4655.422027,0.30825446,0.446497149,0.690383938,0.489952775,0.795672373,0.099265721,
ZNF394,942.0963536,0.308424642,0.445432496,0.692416122,0.488676044,0.794953963,0.099658021,
RPL13AP5,1230.73921,0.308640493,0.533026858,0.579033661,0.562566461,0.839762352,0.075843599,
SLC25A3,16117.45096,0.308644599,0.277111724,1.1137912,0.265368773,0.610952741,0.213992382,
STRN3,1068.461787,0.308753036,0.442529829,0.697699942,0.485364865,0.792679709,0.100902259,
MRPS7,2672.631388,0.30893874,0.400588273,0.771212641,0.440580903,0.763157835,0.117385633,
DYNLT3,1116.752897,0.309013852,0.560742829,0.551079454,0.581579209,0.849937028,0.07061325,
SLBP,2086.488779,0.309056214,0.509925028,0.606081673,0.54446052,0.829571496,0.081146179,
CSK,2790.153829,0.309137055,0.446973704,0.691622465,0.48917445,0.795244365,0.0994994,
ARMC1,1888.178341,0.30942812,0.323643795,0.95607617,0.339033753,0.684899976,0.164372849,
PMM1,1058.79131,0.309736407,0.422788242,0.732604116,0.46379992,0.778850952,0.108545645,
MAPK8IP1,441.3267863,0.309765947,0.729129428,0.424843566,0.670950716,0.891598389,0.049830725,
TBC1D32,165.9590655,0.309918387,0.820768863,0.377595205,0.705731328,0.904730053,0.043480983,
ELP5,1155.647404,0.310015591,0.322873022,0.960178056,0.336965609,0.682719237,0.16575786,
CAP2,2960.35752,0.310152865,0.861663489,0.359946625,0.718887049,0.909717318,0.041093538,
LRR1,395.1061504,0.31035292,0.731375704,0.424341304,0.67131692,0.891598389,0.049830725,
GTPBP10,1065.948133,0.310458154,0.554032933,0.560360468,0.57523359,0.846950548,0.072141946,
AKAP1,3023.872871,0.310618741,0.402052052,0.772583401,0.439768971,0.762335985,0.11785358,
SAMD4A,2658.928299,0.310664199,0.737027194,0.42150982,0.673382842,0.892383116,0.049448655,
UBALD1,1140.057419,0.310910695,0.401688886,0.774008707,0.438925642,0.762096066,0.11799028,
RP11-420L9.5,274.9480257,0.311099352,0.739811875,0.420511433,0.674111879,0.892383116,0.049448655,
DPH5,1129.423925,0.3116624,0.498335024,0.625407376,0.531703722,0.820471214,0.085936652,
ENDOV,536.531413,0.312069464,0.462470277,0.674788154,0.499810368,0.803054514,0.095254972,
ZNF720,536.1217568,0.312131574,0.504328848,0.618904859,0.535979038,0.823411128,0.084383268,
STRBP,1096.160381,0.312384849,0.503641882,0.620251929,0.535091938,0.822483385,0.084872866,
AGFG1,2349.399509,0.312552819,0.425093038,0.73525744,0.462182723,0.778285884,0.108860846,
TECR,2281.144939,0.312655071,0.370692345,0.843435467,0.398984943,0.731759078,0.135631881,
GTF3C1,5720.503162,0.312658233,0.327633742,0.954291921,0.339935896,0.6855505,0.163960548,
CCDC88B,121.7564334,0.312677477,0.954400303,0.327616699,0.743201494,0.92098194,0.035748886,
BRD9,3010.292385,0.312696424,0.622093024,0.502652195,0.615208825,0.86912492,0.060917798,
KIF5B,8763.10042,0.31326177,0.438074381,0.715088085,0.474554616,0.785291596,0.10496905,
C9orf123,1177.262201,0.313353499,0.429800237,0.729067766,0.465960211,0.779626064,0.10811365,
RP11-20O24.4,242.4596224,0.313541812,0.526016956,0.59606788,0.55112988,0.834008329,0.078829612,
KIAA0391,1231.710195,0.313598174,0.433810085,0.722892771,0.469745765,0.782032057,0.106775444,
NAP1L1,25739.37355,0.3137029,0.409014394,0.766972765,0.443097709,0.764640361,0.116542782,
ZNF250,264.4754983,0.314014636,0.634470808,0.494923694,0.620653985,0.871326975,0.059818841,
KRBA1,551.2901026,0.314018428,0.688139426,0.456329656,0.648152942,0.88290861,0.054084248,
GALNT2,11479.7321,0.314313718,0.755867201,0.415831931,0.677532992,0.893677813,0.048819024,
NCBP2-AS2,973.5076368,0.314356041,0.526898786,0.596615611,0.550764046,0.833784529,0.078946168,
DDR1,3744.065122,0.31437144,0.683764135,0.45976591,0.645684255,0.881737593,0.054660642,
ARSA,1391.699779,0.314508684,0.708097536,0.444160116,0.656926826,0.88490416,0.053103763,
SRPK2,3016.053981,0.314622781,0.361679825,0.869893093,0.38435883,0.721139103,0.141980955,
REEP3,1522.194479,0.315175347,0.431170555,0.730976044,0.464793785,0.778987806,0.10846934,
ANKDD1A,174.2329763,0.315409413,0.680044412,0.463807079,0.642785971,0.881400042,0.054826933,
UBE2B,1655.157948,0.31544778,0.419170845,0.752551814,0.451719283,0.771598868,0.112608418,
EFR3A,2823.459751,0.315788954,0.451432179,0.699526902,0.484222807,0.792183573,0.101174168,
SMG8,1422.665603,0.315818421,0.333789143,0.946161454,0.344066243,0.688686538,0.161978406,
DDX50,1857.336912,0.316098853,0.43623216,0.724611529,0.468690384,0.781421731,0.107114515,
FAM134C,1341.664998,0.316179093,0.382669912,0.826244978,0.408665138,0.739189125,0.131244431,
LPGAT1,4761.158758,0.316403163,0.412021102,0.767929509,0.442529065,0.764178022,0.116805457,
SHISA4,1057.235127,0.316548,0.495056984,0.639417301,0.522551497,0.815891862,0.088367399,
ZNF81,335.2346501,0.316600156,0.50899098,0.622015259,0.533931835,0.822196817,0.085024209,
RAB11FIP3,2076.125663,0.31687732,0.433501242,0.730972115,0.464796186,0.778987806,0.10846934,
MCRS1,2119.91767,0.317199131,0.327269282,0.969229771,0.33243056,0.678619127,0.168373904,
KLF6,7709.777025,0.317209566,0.591957052,0.535865846,0.592051271,0.855982328,0.067535202,
WDHD1,1871.023506,0.317339923,0.562938125,0.563720788,0.572944168,0.845860417,0.072701298,
MPHOSPH9,1222.010681,0.317596147,0.369530264,0.859459096,0.390087278,0.724997737,0.139663349,
CIAO1,4524.220456,0.317625889,0.318023012,0.998751276,0.317915195,0.663517656,0.178147516,
PUS7,1542.027639,0.317771842,0.384137338,0.827234976,0.408103891,0.738711426,0.131525183,
RNASEH1,1697.105087,0.317938868,0.573041256,0.554827187,0.57901287,0.848118073,0.071543682,
GRIK2,248.3793397,0.31835039,1.196140938,0.266147893,0.790125312,0.940441975,0.026667995,
CADPS2,404.851724,0.318574505,1.258098921,0.253218964,0.800099013,0.944274454,0.024901759,
ARPC1A,7519.763477,0.318887475,0.651632117,0.489367339,0.624581654,0.873276239,0.058848356,
PDE6D,688.6617099,0.319000223,0.582751803,0.547403236,0.584101733,0.851355293,0.06988916,
RIMKLB,2110.855756,0.319075656,0.586710297,0.543838514,0.586552603,0.852624937,0.06924197,
RNF44,2027.646576,0.319090631,0.513333201,0.621605286,0.534201444,0.822207899,0.085018355,
TMEM135,662.9410646,0.319095577,0.450211801,0.708767686,0.478468654,0.788775248,0.103046726,
TTC33,513.9455755,0.31914472,0.400697611,0.796472728,0.425757321,0.752062419,0.123746112,
RBM48,667.1505779,0.319222643,0.572019728,0.558062297,0.576801845,0.84717558,0.072026571,
KMT2C,2275.064917,0.319360973,0.555198471,0.575219475,0.565142873,0.84086919,0.07527156,
RMDN1,1705.300697,0.319416976,0.432878756,0.737890164,0.460581196,0.777539627,0.109277468,
PDE8A,1862.034221,0.319666089,0.376265272,0.849576383,0.395560647,0.729559385,0.136939351,
GTPBP3,1374.765013,0.319677176,0.424795018,0.75254455,0.451723649,0.771598868,0.112608418,
AXIN1,2441.777366,0.31975513,0.362289361,0.882595969,0.377454607,0.715662355,0.145291827,
CHEK1,1023.635132,0.319772928,0.655134526,0.488102696,0.625477102,0.873363331,0.058805046,
SVIP,1181.28271,0.319828047,0.536894033,0.595700505,0.551375321,0.834084566,0.078789915,
TERF1,1172.080851,0.320165332,0.367588004,0.870989611,0.383759826,0.72098787,0.142072042,
IQCG,277.6065391,0.320774101,0.546547612,0.58690971,0.557264348,0.836668223,0.077446725,
CENPT,1301.238685,0.320792554,0.474679422,0.67580885,0.499162015,0.802588001,0.095507337,
IBTK,2621.017547,0.320966086,0.398684812,0.805062237,0.420783766,0.748080408,0.126051719,
PAPOLG,557.9283616,0.321042275,0.496310387,0.646857861,0.517723941,0.813564871,0.089607812,
MRPS27,3254.137149,0.321132021,0.358612842,0.895483885,0.370528476,0.710806917,0.148248355,
SRM,4196.094002,0.321157511,0.496694578,0.646589525,0.517897639,0.813566269,0.089607066,
C7orf10,281.2714028,0.321514283,0.575999193,0.558185301,0.576717857,0.847152324,0.072038493,
SORBS3,1417.534541,0.321550587,1.038880726,0.309516365,0.756928765,0.927022917,0.03290953,
LAMTOR1,3511.387376,0.322062113,0.526343981,0.611885239,0.540613688,0.826494259,0.082760159,
FAM91A1,5489.674284,0.322200571,0.418689006,0.769546289,0.441569076,0.763808729,0.117015383,
ZC3H6,527.7207926,0.322357671,0.632653811,0.509532489,0.610379031,0.866278269,0.06234258,
SLC25A51,301.5138535,0.322567433,0.481876591,0.669398429,0.503241354,0.805581466,0.093890534,
NR4A2,475.2545398,0.322568011,0.766627983,0.420762114,0.673928799,0.892383116,0.049448655,
IFNGR1,1381.723928,0.32272036,0.418727636,0.770716648,0.440874902,0.76342548,0.117233349,
CCAR1,4036.208707,0.32281053,0.297747257,1.084176334,0.278286623,0.625176707,0.203997211,
KLHL28,490.9597604,0.322829957,0.447513005,0.72138676,0.47067159,0.782441694,0.106548015,
SRGAP2,3965.336935,0.323029615,0.467287954,0.691285989,0.489385835,0.795483971,0.099368567,
ARL15,329.1785643,0.323853078,0.58735638,0.551374071,0.581377272,0.849778867,0.070694073,
TMCC1,623.1288005,0.324237199,0.42264337,0.767164995,0.442983422,0.764640361,0.116542782,
UBE2G2,5432.010047,0.324342997,0.472813647,0.685984847,0.492722664,0.797570349,0.098231,
DBF4B,1174.340117,0.32435999,0.484515021,0.669452909,0.50320661,0.805581466,0.093890534,
C12orf65,895.1660486,0.324457793,0.270815898,1.198075134,0.230887768,0.573286843,0.241628025,
IMMT,5071.108957,0.324593738,0.378836764,0.85681689,0.39154609,0.726080546,0.139015199,
TAF1D,2309.735509,0.324652539,0.542311705,0.598645643,0.549409212,0.832925541,0.079393821,
WWOX,219.0811872,0.32490149,0.720604617,0.450873451,0.652080759,0.883599035,0.053744767,
CORO2A,186.1206575,0.324949697,1.220000775,0.266352042,0.789968097,0.940441975,0.026667995,
NMT1,5744.596189,0.325061153,0.357385638,0.909552925,0.363058334,0.7029307,0.153087489,
TPRG1L,1674.331064,0.325066486,0.564444369,0.575905267,0.564679215,0.840862362,0.075275087,
COX4I1,8461.402046,0.325180341,0.327734418,0.99220687,0.321096622,0.665766125,0.176678306,
ZFYVE19,912.3378946,0.32550339,0.47650948,0.683099504,0.494543969,0.798654178,0.097641232,
RGAG4,129.076345,0.32552233,1.246840165,0.261077834,0.794032485,0.941665813,0.026103196,
PCGF5,1588.733297,0.325609695,0.714987422,0.455406186,0.648817046,0.88298728,0.054045552,
ATF3,915.1311891,0.325625668,0.533769529,0.610049189,0.541829224,0.827387869,0.082290851,
NDRG3,1365.934886,0.325867942,0.45278025,0.719704408,0.471707012,0.783416504,0.106007283,
KPTN,431.7614649,0.326342874,0.530855622,0.614748831,0.538720606,0.825276945,0.083400287,
ZMYM5,702.4915628,0.32639408,0.527575634,0.618667845,0.536135197,0.823447485,0.084364092,
ABHD10,1323.85104,0.327092769,0.445623318,0.734011789,0.462941553,0.778711621,0.108623344,
EXO1,1449.013923,0.327398309,0.712587979,0.459449667,0.645911289,0.881737593,0.054660642,
GAS1,803.3401098,0.327758043,1.007871655,0.325198195,0.745031075,0.922006016,0.035266245,
STK38L,1290.551158,0.327914557,0.563050294,0.58238946,0.560304379,0.83819439,0.07665525,
DCAF7,6732.696372,0.328041473,0.35386947,0.927012644,0.35391997,0.695951553,0.157420992,
LIN54,819.4856564,0.328270127,0.42515763,0.772113926,0.440046955,0.762445449,0.117791224,
CYCS,11674.2626,0.328371942,0.503299627,0.652438277,0.514118479,0.811079158,0.090936758,
UNG,1908.009907,0.328534825,0.496093447,0.662243832,0.507814967,0.807798828,0.092696781,
FRYL,1806.279215,0.328602508,0.571564381,0.57491775,0.565346925,0.84086919,0.07527156,
DCUN1D2,503.4710865,0.328624344,0.622127607,0.528226589,0.597342077,0.858351559,0.0663348,
HTRA2,831.8615841,0.328657954,0.470068432,0.699170443,0.48444552,0.792183573,0.101174168,
ZNF707,659.8217861,0.328754375,0.382229218,0.860097446,0.389735329,0.724883767,0.139731625,
SLC25A1,2918.186664,0.329037188,0.45018772,0.730888857,0.464847043,0.778987806,0.10846934,
PIDD,1129.75758,0.329054695,0.514150208,0.639997203,0.522174418,0.815780184,0.088426848,
CHCHD2,12091.93965,0.329067194,0.360772443,0.912118429,0.361706378,0.702281563,0.153488733,
LRRC37A3,118.2111136,0.329081472,0.947153358,0.347442649,0.728258797,0.912066181,0.039973647,
OTUD3,876.8968837,0.329136334,0.457311275,0.719720575,0.471697056,0.783416504,0.106007283,
TSPYL1,1295.138533,0.329367783,0.404097039,0.815071013,0.415031663,0.74387025,0.12850281,
HSPD1,23151.16624,0.329725666,0.317316898,1.039105287,0.298755772,0.643770041,0.191269238,
PRUNE,868.7541059,0.33007703,0.407310809,0.810381219,0.417721109,0.745799774,0.127377752,
MRPL10,1827.07839,0.330377743,0.468631531,0.704984025,0.480820178,0.790554869,0.102067982,
PPP2R5C,4079.722766,0.330491748,0.298512966,1.107126946,0.268239047,0.614487901,0.211486664,
OSBP2,164.4318155,0.330620044,1.24455772,0.26565264,0.790506741,0.940511123,0.026636064,
LRP3,871.8162581,0.330876776,1.208706681,0.273744475,0.784280996,0.937862684,0.027860744,
ZNF775,555.9594299,0.330977876,0.371169851,0.891715411,0.372545491,0.712640883,0.147129267,
ACER3,1085.953322,0.331244889,0.538397166,0.615242632,0.538394497,0.825184168,0.083449113,
ZNF692,1894.48934,0.331301808,0.574091983,0.577088372,0.563879759,0.840594079,0.075413673,
ZBTB25,238.5456591,0.331474238,0.514323617,0.644485743,0.5192605,0.814025478,0.089362002,
BMS1,3317.067385,0.331797369,0.414379022,0.80070986,0.423299633,0.749731325,0.125094343,
SOS2,2063.092077,0.331865057,0.508388952,0.652777869,0.513899493,0.811048246,0.090953311,
C16orf58,2460.691392,0.331962329,0.326922279,1.015416664,0.309907253,0.655310521,0.183552859,
SLC35F5,1814.208462,0.332180679,0.349570638,0.950253376,0.341983523,0.687462698,0.162750862,
CTPS2,774.7254707,0.332486372,0.87624557,0.379444283,0.704357972,0.904730053,0.043480983,
MRPL4,1236.026231,0.332738837,0.370948135,0.896995578,0.369721276,0.709918305,0.148791626,
VTA1,1652.644553,0.332744054,0.367918149,0.904396954,0.365784953,0.705020961,0.151797971,
AC074117.10,322.7242258,0.333106766,0.589766047,0.564811705,0.572201845,0.845615139,0.072827251,
AZIN1,8904.45855,0.333318996,0.286366186,1.163960735,0.244439925,0.587582337,0.230931268,
RSL24D1,4708.322368,0.33336841,0.445479599,0.748335974,0.454257531,0.773694315,0.111430594,
CTSB,45991.63014,0.333405313,0.720198628,0.462935224,0.643410798,0.881400042,0.054826933,
CNOT6,1659.550864,0.333802399,0.476200018,0.700970992,0.483321118,0.791838869,0.101363184,
PDCL3,1131.735219,0.333976761,0.394560922,0.846451695,0.39730081,0.730972331,0.136099062,
FAM229B,352.3519082,0.334014069,0.682938438,0.489083717,0.624782429,0.873276239,0.058848356,
VPS28,2831.364975,0.334183641,0.419586791,0.796458917,0.425765346,0.752062419,0.123746112,
POLE,3364.691566,0.334198024,0.626753278,0.533221024,0.59388059,0.856373055,0.067337006,
CDC7,816.3228338,0.334246971,0.754420002,0.443051576,0.65772843,0.885280388,0.052919157,
NUDT3,1067.34126,0.334260382,0.432297049,0.773219209,0.43939266,0.762326261,0.117859119,
PGAP2,689.7172203,0.334705767,0.352544074,0.949401201,0.3424166,0.687462698,0.162750862,
NUDT10,10.60940159,0.335048241,1.418333122,0.236226762,0.813256714,0.947576042,0.023385928,
QKI,4346.151735,0.335049451,0.465292982,0.720082753,0.471474046,0.783269499,0.106088785,
JAZF1,528.2924655,0.335141623,0.846338604,0.395989999,0.692112406,0.899769271,0.045868843,
DNAJC11,2637.566577,0.335195596,0.287509955,1.165857356,0.243672123,0.586871631,0.231456884,
CDIPT,3052.779872,0.33542935,0.287959865,1.164847575,0.244080697,0.587357006,0.231097846,
SLCO4A1,1090.624852,0.335555627,0.904359929,0.371042122,0.710606158,0.90695498,0.04241427,
ZNF644,1892.67055,0.336014683,0.444829668,0.75537831,0.450022024,0.770280054,0.113351348,
RPA3,840.8188011,0.336072799,0.535778087,0.627261187,0.530488041,0.820448937,0.085948443,
STAT5B,2067.07833,0.336341229,0.455664148,0.738134064,0.460432986,0.777539627,0.109277468,
DGAT1,1173.837516,0.33651587,0.429703859,0.783134391,0.433548198,0.757201643,0.120788452,
GCA,347.2748424,0.3365517,0.684907616,0.491382622,0.623155853,0.872376085,0.059296249,
UBE2Q1,4022.098263,0.336610111,0.381640949,0.88200732,0.377772849,0.715701343,0.145268168,
MTX2,2001.873876,0.336628761,0.361038519,0.932390157,0.35113493,0.694006548,0.158636432,
PITHD1,2031.004149,0.336643502,0.622006212,0.54122209,0.588354513,0.85415167,0.068465006,
NUDC,7144.424948,0.336686517,0.497710551,0.676470524,0.498741954,0.802194939,0.095720082,
GNB2L1,46605.05777,0.336940209,0.563352862,0.598097981,0.549774558,0.833174561,0.079263999,
CD58,526.8474177,0.336969953,0.462618898,0.728396429,0.466370948,0.779865404,0.107980345,
EPB41L2,3981.259783,0.336979828,0.518677979,0.649689867,0.51589257,0.812022876,0.090431736,
NFYC,1803.371853,0.337228326,0.464702538,0.72568643,0.468031023,0.781203922,0.107235585,
TMEM222,1529.398378,0.337244219,0.53403162,0.631506087,0.52770967,0.81930976,0.086551871,
PGPEP1,1268.816566,0.33747587,0.625283051,0.539716964,0.589392239,0.85432198,0.06837842,
VEPH1,1504.731578,0.337681534,0.874897537,0.38596695,0.699521146,0.902813521,0.044401945,
RNPEPL1,1907.262483,0.338164144,0.389374929,0.868479501,0.38513189,0.72128814,0.141891209,
NSUN4,1420.48648,0.338283888,0.415531306,0.814099644,0.41558787,0.74387025,0.12850281,
CREG1,2279.901191,0.338716399,0.472374055,0.717051234,0.473342484,0.784068107,0.105646211,
FBXO6,218.9775553,0.338767498,0.923345018,0.366891564,0.713699904,0.908571263,0.041641003,
NGFRAP1,4192.297176,0.338854974,0.897011537,0.377759884,0.705608977,0.904730053,0.043480983,
TCEAL4,4544.327452,0.33905602,0.302551206,1.120656646,0.262434043,0.607119887,0.216725541,
DRG1,2535.710823,0.339071083,0.401987634,0.843486352,0.398956495,0.731759078,0.135631881,
GNB4,2126.544416,0.339083394,0.561746722,0.603623272,0.546094137,0.831026335,0.080385213,
KIAA0922,663.357775,0.339083429,0.420806193,0.805794769,0.420361195,0.747616204,0.126321294,
NFX1,2564.129047,0.339379424,0.432090915,0.785435221,0.432198437,0.757091269,0.120851762,
SLC27A4,1724.384307,0.339575237,0.497215671,0.682953609,0.494636157,0.798691535,0.097620919,
PLEKHM1,1100.518154,0.339989359,0.429736232,0.791158235,0.42885166,0.754281203,0.122466715,
ZDHHC23,291.0291501,0.340075205,0.936805006,0.363015999,0.716592933,0.909552758,0.041172105,
IFT88,726.6007595,0.340403256,0.560679452,0.607126327,0.54376708,0.829023035,0.081433402,
IBA57,415.9674993,0.340544914,0.411351683,0.827868046,0.407745233,0.738277239,0.131780521,
SPRY4,4393.94129,0.34090088,0.87915558,0.387759445,0.69819406,0.902511664,0.044547176,
COPS8,3380.465913,0.341034647,0.464030391,0.734940327,0.462375837,0.778349358,0.108825429,
LINC00657,17149.71863,0.341379832,0.425434936,0.802425478,0.42230688,0.749516224,0.125218962,
TEP1,1573.180304,0.341383386,0.655754192,0.520596575,0.602647835,0.861750934,0.064618237,
RPAP1,1983.964029,0.341473168,0.43914529,0.77758586,0.4368132,0.759914356,0.119235351,
MLX,2050.14662,0.34150051,0.4067143,0.839657001,0.401100729,0.733512147,0.13459269,
CARKD,1437.091232,0.341711803,0.528345658,0.646758042,0.517788552,0.813564871,0.089607812,
VCP,12613.68677,0.341940547,0.466251253,0.733382579,0.463325122,0.778823658,0.108560865,
EI24,4223.232613,0.3419468,0.480533419,0.711598375,0.476713514,0.786780249,0.104146551,
PGM2,1675.67774,0.342010974,0.684264882,0.499822486,0.617200076,0.870345657,0.060308233,
TPST2,770.8219524,0.342316209,0.502586438,0.681109126,0.495802443,0.799941289,0.096941886,
NUDT1,965.9928283,0.342350403,0.494360293,0.692511935,0.488615894,0.794953963,0.099658021,
FZD5,222.157909,0.342425826,0.670451202,0.510739372,0.609533567,0.865688099,0.062638553,
SIMC1,538.2550323,0.342515897,0.642115354,0.533418014,0.59374425,0.856320406,0.067363707,
TRPM2,78.41081538,0.342518988,1.483195402,0.230933151,0.817366736,0.949359213,0.022569431,
TRAPPC12,1660.069644,0.343184017,0.438671888,0.782325072,0.434023556,0.757499691,0.12061754,
HRH2,247.9861389,0.343307994,1.392934197,0.246463899,0.805323147,0.945718716,0.024238016,
FBXO30,1146.540422,0.343356309,0.488723728,0.702557066,0.482331827,0.791261001,0.101680239,
HBS1L,2373.238569,0.343464649,0.413913984,0.829797163,0.406653475,0.737589771,0.132185115,
RAB6A,5228.653747,0.343989564,0.614676671,0.559626841,0.575733993,0.846950548,0.072141946,
Y_RNA,331.4808055,0.344244417,0.368595158,0.933936353,0.350336725,0.693503594,0.158951284,
BCAP31,9175.167667,0.344385943,0.419336247,0.821264427,0.411495666,0.741379849,0.129959223,
RPL10,42328.78824,0.344442645,0.409718926,0.840680339,0.400527038,0.733335157,0.134697494,
EIF3B,14067.9385,0.34463573,0.514801463,0.669453672,0.503206124,0.805581466,0.093890534,
CMTM3,2434.520005,0.344780519,0.877545061,0.392892097,0.694399179,0.900700973,0.045419368,
PGBD4,177.4688062,0.344828659,0.759678118,0.453914165,0.649890608,0.88307756,0.054001151,
EPC1,558.0674978,0.34488718,0.534900484,0.644768869,0.519076979,0.813863783,0.089448277,
ATXN3,641.3238869,0.345165938,0.465379222,0.741687471,0.458276712,0.776114255,0.11007434,
BSG,33630.15778,0.345387982,0.444943129,0.776251973,0.437600224,0.76113075,0.118540732,
PPM1E,248.3968245,0.345778979,0.666259124,0.518985731,0.603770692,0.862650899,0.064164921,
CCSAP,753.8280373,0.3457858,0.556668488,0.621170062,0.534487735,0.822337935,0.084949675,
RPL22L1,1951.354341,0.345802435,0.773891585,0.446835761,0.654993649,0.88436922,0.053366381,
BRAF,863.845813,0.345957393,0.465384579,0.74337958,0.457251904,0.775606054,0.11035881,
GPX4,5799.104578,0.345982393,0.471159123,0.734321752,0.462752664,0.778561939,0.108706831,
RPS26,6716.371443,0.345985806,0.453382754,0.763120791,0.445391362,0.766948186,0.115233975,
GCNT2,1164.791272,0.346399219,0.683052107,0.507134397,0.612060522,0.866998551,0.061981628,
MEAF6,2000.013872,0.346517148,0.438409574,0.790395942,0.429296571,0.754696222,0.122227824,
TARBP2,1558.994661,0.346739485,0.294868536,1.175912116,0.239629997,0.582109761,0.234995118,
E2F1,1978.208002,0.346787499,0.591978939,0.585810535,0.558002843,0.836668223,0.077446725,
IL17RB,119.6509015,0.346867955,0.944306508,0.3673256,0.713376161,0.908283351,0.041778646,
STARD3,1914.959763,0.347087831,0.321156595,1.080743277,0.279811327,0.626789474,0.202878306,
NSMCE1,1624.755139,0.347107461,0.334327386,1.038226227,0.299164745,0.643770041,0.191269238,
SETDB1,1482.73359,0.347321709,0.451592606,0.769104064,0.441831536,0.763910975,0.11695725,
CCNG2,734.9911661,0.34739563,0.543504507,0.639177091,0.522707733,0.815909894,0.088357801,
MAPK8IP3,3614.556771,0.347547201,0.481474834,0.721838768,0.470393611,0.782311024,0.10662055,
